id,pred,conf,abstain,source name
454,AGN,0.5397422580112188,False,2CXO J002457.0-720651
455,AGN,0.916649439717666,False,2CXO J002457.0-720651
456,AGN,0.9362915971030177,False,2CXO J002457.0-720651
458,,0.0,True,2CXO J002506.2-122129
459,AGN,0.7747267920606438,False,2CXO J002506.4-122351
460,,0.0,True,2CXO J002516.9-123033
461,,0.0,True,2CXO J002518.9-122623
462,Binaries,0.5353980966347549,False,2CXO J002518.9-122623
467,AGN,0.49866778140832446,False,2CXO J002529.3-752416
468,Binaries,0.5209871679678912,False,2CXO J002534.0+242745
469,Binaries,0.6281044259037373,False,2CXO J002534.0+242745
471,AGN,0.6429163703585455,False,2CXO J002536.3-121527
472,YSO,0.47963209406880897,False,2CXO J002537.7-122803
473,,0.0,True,2CXO J002537.9-721523
474,AGN,0.7326027986300513,False,2CXO J002537.9-721523
475,,0.0,True,2CXO J002537.9-721523
476,AGN,0.4570972129062067,False,2CXO J002540.8-122811
477,YSO,0.5315817106585838,False,2CXO J002540.8-122811
